ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
2072,Minnesota,05-23-2020,19845,861,13485.0,5499.0,351.88466197794475,189493.0,2534.0,4.3386243386243395,3360.024200160578,12.768959435626106
2073,Mississippi,05-23-2020,13005,616,7681.0,4708.0,436.9740896709137,134220.0,1996.0,4.736639753940792,4509.85484933718,15.34794309880815
2074,Missouri,05-23-2020,11966,682,,11284.0,194.96766397911307,148304.0,,5.699481865284973,2416.386799160821,
2075,Montana,05-23-2020,479,16,441.0,22.0,44.81753928318136,32652.0,65.0,3.3402922755741127,3055.0778552702245,13.569937369519833
2076,Nebraska,05-23-2020,11963,147,,11816.0,618.4320991228324,79982.0,,1.2287887653598597,4134.701676171728,
2077,Nevada,05-23-2020,7526,387,359.0,6780.0,244.33827377574383,107047.0,,5.142173797501993,3475.3759225182102,
2078,New Hampshire,05-23-2020,4089,208,2197.0,1684.0,300.7256689105258,59539.0,419.0,5.086818292981169,4378.798141663927,10.24700415749572
2079,New Jersey,05-23-2020,153140,11082,24762.0,117296.0,1724.1243432081505,578735.0,,7.236515606634453,6515.679128683354,
2080,New Mexico,05-23-2020,6625,302,2149.0,4174.0,315.95327992888315,158383.0,1139.0,4.558490566037737,7553.453333581327,17.192452830188678
2081,New York,05-23-2020,359926,29031,63292.0,267603.0,1850.1805402106072,1652061.0,77034.0,8.065824641731911,8492.332072261732,21.40273278396115
2082,North Carolina,05-23-2020,22864,778,11637.0,10449.0,217.9997795593552,329582.0,,3.4027291812456264,3142.44241369539,
2083,North Dakota,05-23-2020,2365,52,1451.0,862.0,310.3422031278295,64148.0,150.0,2.1987315010570825,8417.687799680341,6.342494714587738
2084,Ohio,05-23-2020,31408,1956,,29452.0,268.69476691960887,316494.0,5437.0,6.2277126846663275,2707.5993874635337,17.310876209882828
2085,Oklahoma,05-23-2020,5960,311,4645.0,1004.0,150.6202597896219,160903.0,926.0,5.218120805369128,4066.317392773412,15.536912751677852
2086,Oregon,05-23-2020,3888,147,1376.0,2365.0,92.18213463760306,110207.0,740.0,3.780864197530864,2612.9414897135603,19.032921810699587
2087,Pennsylvania,05-23-2020,71009,5112,39519.0,26378.0,554.6716217300296,388452.0,,7.19908743962033,3034.3097467120147,
2088,Rhode Island,05-23-2020,13952,597,1106.0,12249.0,1317.0203547232718,130132.0,1557.0,4.278956422018348,12284.008945014966,11.159690366972477
2089,South Carolina,05-23-2020,9895,425,5743.0,3727.0,192.18391233228337,158910.0,1534.0,4.295098534613441,3086.4017694515564,15.502779181404751
2090,South Dakota,05-23-2020,4464,50,3336.0,1078.0,504.6012079230528,33528.0,358.0,1.1200716845878136,3789.934878862929,8.019713261648745
2091,Tennessee,05-23-2020,19785,329,12745.0,6711.0,289.7129286792224,373758.0,1573.0,1.6628759160980542,5472.960565948386,7.950467525903464
2092,Texas,05-23-2020,54776,1478,32277.0,21021.0,188.9095902966356,762706.0,,2.698262012560245,2630.3942963485056,
2093,Utah,05-23-2020,8260,97,4898.0,3265.0,257.64529666327513,190779.0,1053.0,1.1743341404358354,5950.764170959195,12.748184019370461
2094,Vermont,05-23-2020,954,54,837.0,63.0,152.88731051348663,27424.0,,5.660377358490566,4394.949269939053,
2095,Virginia,05-23-2020,35749,1159,5047.0,29543.0,418.8263185870713,232470.0,6431.0,3.242048728635766,2723.560219361002,17.989314386416407
2096,Washington,05-23-2020,19265,1050,,18215.0,252.99107945443225,308358.0,3230.0,5.450298468725668,4049.406866255376,16.766156241889437
2097,West Virginia,05-23-2020,1705,72,1110.0,523.0,95.13728505529959,83744.0,,4.222873900293255,4672.830967548979,
2098,Wisconsin,05-23-2020,14877,507,8688.0,5682.0,255.5116983721928,194206.0,2292.0,3.407945150231902,3335.477911814887,15.40633192175842
2099,Wyoming,05-23-2020,813,12,551.0,250.0,140.47297752605144,20034.0,77.0,1.4760147601476017,3461.5444425054297,9.47109471094711
2100,Alabama,05-24-2020,14478,551,7951.0,5976.0,295.27745740778704,185799.0,1612.0,3.8057742782152233,3789.353246920114,11.134134548970852
2101,Alaska,05-24-2020,407,10,358.0,39.0,55.635675180610896,43507.0,,2.457002457002457,5947.275970719505,
2102,Arizona,05-24-2020,16377,801,4132.0,11444.0,224.99844409392483,183641.0,1945.0,4.891005678695731,2522.985850390941,11.876412041277401
2103,Arkansas,05-24-2020,5922,116,4148.0,1658.0,196.23540826375736,108581.0,598.0,1.9587977034785544,3598.0136549623503,10.097939885173927
2104,California,05-24-2020,94020,3754,,90266.0,237.95168396371932,1582745.0,,3.9927674962773883,4005.7098280701643,
2105,Colorado,05-24-2020,24174,1332,3640.0,19202.0,419.7796183051281,150051.0,4105.0,5.5100521221146685,2605.623873016579,16.981054024985518
2106,Connecticut,05-24-2020,40468,3693,7127.0,29648.0,1135.0558875063914,214136.0,12538.0,9.125728971038846,6006.136392385802,30.98250469506771
2107,Delaware,05-24-2020,8809,326,4598.0,3885.0,904.6339770211264,51870.0,,3.7007605857645585,5326.752683401728,
2108,Florida,05-24-2020,50867,2237,,48630.0,236.8359385348652,871235.0,9638.0,4.397743134055478,4056.456227208667,18.947451196256907
2109,Georgia,05-24-2020,42902,1827,,41075.0,404.0716848146674,481954.0,7439.0,4.258542725280873,4539.27473738213,17.339517971190155
2110,Hawaii,05-24-2020,643,17,589.0,37.0,45.41370971387244,49572.0,84.0,2.6438569206842923,3501.16394702346,13.063763608087092
2111,Idaho,05-24-2020,2626,79,1755.0,792.0,146.9448509147681,41406.0,225.0,3.0083777608530085,2316.983433730726,8.568164508758569
2112,Illinois,05-24-2020,110304,4856,,105448.0,870.4668413482167,747921.0,,4.402378880185669,5902.237728894687,
2113,Indiana,05-24-2020,31376,1976,,29400.0,466.05732820040464,220801.0,5285.0,6.297807241203468,3279.7655572404883,16.844084650688426
2114,Iowa,05-24-2020,17251,456,9318.0,7477.0,546.7707531053194,127756.0,,2.643325024636253,4049.228701740373,
2115,Kansas,05-24-2020,9004,205,485.0,8314.0,309.0638358927325,76434.0,787.0,2.2767658818302983,2623.6100880303325,8.74055975122168
2116,Kentucky,05-24-2020,8571,391,3102.0,5078.0,191.84483734597407,169856.0,2131.0,4.561894761404737,3801.8897085798358,24.862909812157273
2117,Louisiana,05-24-2020,37169,2691,26249.0,8229.0,799.5406980821264,316036.0,,7.2399042212596525,6798.236273751859,
2118,Maine,05-24-2020,2055,78,1263.0,714.0,152.87767108164485,37505.0,252.0,3.7956204379562037,2790.110488524132,12.262773722627735
2119,Maryland,05-24-2020,46313,2277,3319.0,40717.0,766.0511307247489,240362.0,7939.0,4.916546110163453,3975.7645128422278,17.142055146503147
2120,Massachusetts,05-24-2020,92675,6372,,86303.0,1344.5768540108,532373.0,9308.0,6.875640679794983,7723.9429565718,10.043701106015646
2121,Michigan,05-24-2020,54679,5228,33168.0,16283.0,547.5095918565771,451232.0,,9.561257521169004,4518.25834694539,
2122,Minnesota,05-24-2020,20573,878,14115.0,5580.0,364.7933056624971,197964.0,2588.0,4.267729548437273,3510.229036220803,12.579594614300294
2123,Mississippi,05-24-2020,13260,625,7681.0,4954.0,445.5422090762257,137902.0,2023.0,4.71342383107089,4633.571773456235,15.256410256410255
2124,Missouri,05-24-2020,12149,686,,11463.0,197.94936901907445,151619.0,,5.646555272038852,2470.399652753564,
2125,Montana,05-24-2020,479,16,441.0,22.0,44.81753928318136,33381.0,65.0,3.3402922755741127,3123.28659459682,13.569937369519833
2126,Nebraska,05-24-2020,12134,147,,11987.0,627.2720129362575,83205.0,,1.2114718971485083,4301.315958163945,
2127,Nevada,05-24-2020,7881,380,359.0,7142.0,255.86366404818455,110281.0,,4.821723131582287,3580.370604605741,
2128,New Hampshire,05-24-2020,4149,209,2197.0,1743.0,305.1383713156693,59539.0,419.0,5.037358399614365,4378.798141663927,10.09881899252832
2129,New Jersey,05-24-2020,154154,11138,25040.0,117976.0,1735.5404466691211,603807.0,,7.225242290177356,6797.951856467831,
2130,New Mexico,05-24-2020,6943,317,2357.0,4269.0,331.1190373654695,169119.0,1139.0,4.565749675932594,8065.464565780041,16.405012242546448
2131,New York,05-24-2020,361515,29141,64080.0,268294.0,1858.3487105522736,1699826.0,77295.0,8.060799690192663,8737.865524980234,21.380855566159077
2132,North Carolina,05-24-2020,23365,784,11637.0,10944.0,222.7766291726878,336656.0,,3.355446180184036,3209.8903860800506,
2133,North Dakota,05-24-2020,2418,53,1496.0,869.0,317.29701782794575,65488.0,152.0,2.1918941273779984,8593.5265109663,6.2861869313482215
2134,Ohio,05-24-2020,31911,1969,,29942.0,272.99792114020755,324553.0,5476.0,6.170286108238537,2776.543959757381,17.160226881012818
2135,Oklahoma,05-24-2020,6037,311,4688.0,1038.0,152.56619267616568,160980.0,938.0,5.1515653470266685,4068.263325659956,15.537518635083652
2136,Oregon,05-24-2020,3927,148,1376.0,2403.0,93.10680111159135,112195.0,742.0,3.7687802393684753,2660.0757704901944,18.894830659536538
2137,Pennsylvania,05-24-2020,71563,5136,40627.0,25800.0,558.9990742844725,396095.0,,7.176893087209871,3094.0114071336884,
2138,Rhode Island,05-24-2020,14065,608,1119.0,12338.0,1327.68716235542,132701.0,1580.0,4.322787060078208,12526.513624722827,11.233558478492712
2139,South Carolina,05-24-2020,10096,435,5743.0,3918.0,196.08779978845203,163947.0,1534.0,4.308637083993661,3184.232023763604,15.194136291600636
2140,South Dakota,05-24-2020,4563,50,3371.0,1142.0,515.7919605181205,34905.0,364.0,1.0957703265395573,3945.588074048871,7.977207977207978
2141,Tennessee,05-24-2020,20111,336,12837.0,6938.0,294.48656601808653,383576.0,1583.0,1.6707274625826662,5616.726122368533,7.871314206155835
2142,Texas,05-24-2020,55861,1528,33385.0,20948.0,192.6515010873441,763766.0,,2.735360985302805,2634.049987996571,
2143,Utah,05-24-2020,8392,97,5081.0,3214.0,261.76263070196177,194433.0,688.0,1.1558627264061008,6064.739463211932,8.198284080076263
2144,Vermont,05-24-2020,956,54,839.0,63.0,153.20782898416482,28590.0,,5.648535564853558,4581.8115383444265,
2145,Virginia,05-24-2020,36244,1171,5102.0,29971.0,424.6256144471121,244085.0,6453.0,3.230879593863812,2859.638646460748,17.804326233307577
2146,Washington,05-24-2020,19828,1061,,18767.0,260.38448603283064,316276.0,3256.0,5.351018761347589,4153.387316144823,16.421222513617106
2147,West Virginia,05-24-2020,1759,72,1121.0,566.0,98.15043074033548,85694.0,,4.093234792495736,4781.639006175274,
2148,Wisconsin,05-24-2020,15277,510,8999.0,5768.0,262.38167749089126,201483.0,2315.0,3.338351770635596,3460.460006931809,15.153498723571381
2149,Wyoming,05-24-2020,838,12,556.0,270.0,144.79256478085006,20034.0,78.0,1.431980906921241,3461.5444425054297,9.307875894988069
2150,Alabama,05-25-2020,14986,566,7951.0,6469.0,305.63806994841116,190315.0,1629.0,3.7768584011744295,3881.456645017474,10.870145469104498
2151,Alaska,05-25-2020,408,10,361.0,37.0,55.77237217122664,44472.0,,2.4509803921568634,6079.1885666637045,
2152,Arizona,05-25-2020,16575,807,4204.0,11564.0,227.71870372209827,187782.0,1961.0,4.868778280542986,2579.877744937741,11.831070889894422
2153,Arkansas,05-25-2020,6029,117,4249.0,1663.0,199.7810328304953,111622.0,605.0,1.9406203350472715,3698.782293349733,10.034831647039312
2154,California,05-25-2020,96400,3769,,92631.0,243.97513650396232,1644102.0,,3.9097510373443978,4160.9959530750775,
2155,Colorado,05-25-2020,24256,1333,3666.0,19257.0,421.2035418883588,150308.0,4119.0,5.495547493403693,2610.086657905485,16.9813654353562
2156,Connecticut,05-25-2020,40873,3742,7127.0,30004.0,1146.4154218159715,221726.0,12538.0,9.155188021432242,6219.022479817194,30.675507058449345
2157,Delaware,05-25-2020,8965,332,4693.0,3940.0,920.6542858433872,53896.0,,3.7032905744562186,5534.8113095164745,
2158,Florida,05-25-2020,51746,2252,,49494.0,240.92854847789602,908235.0,9681.0,4.352027209832643,4228.727635504616,18.708692459320527
2159,Georgia,05-25-2020,43400,1848,,41552.0,408.76208850302004,513545.0,7475.0,4.258064516129032,4836.813980190862,17.223502304147466
2160,Hawaii,05-25-2020,643,17,591.0,35.0,45.41370971387244,50371.0,84.0,2.6438569206842923,3557.595601862315,13.063763608087092
2161,Idaho,05-25-2020,2626,79,1755.0,792.0,146.9448509147681,41406.0,225.0,3.0083777608530085,2316.983433730726,8.568164508758569
2162,Illinois,05-25-2020,112017,4885,,107132.0,883.9850247253336,769564.0,,4.360945213672925,6073.0340177627195,
2163,Indiana,05-25-2020,31715,1984,,29731.0,471.0928150138907,226251.0,5285.0,6.2557149613747445,3360.719548784732,16.66403909821851
2164,Iowa,05-25-2020,17557,456,9377.0,7724.0,556.469428570523,132715.0,,2.5972546562624594,4206.40429530882,
2165,Kansas,05-25-2020,9125,207,493.0,8425.0,313.2171815327836,81399.0,800.0,2.2684931506849315,2794.034559954746,8.767123287671232
2166,Kentucky,05-25-2020,8571,391,3102.0,5078.0,191.84483734597407,169856.0,2131.0,4.561894761404737,3801.8897085798358,24.862909812157273
2167,Louisiana,05-25-2020,37809,2691,28700.0,6418.0,813.3077094833627,330898.0,,7.117353011187812,7117.932091634949,
2168,Maine,05-25-2020,2074,78,1290.0,706.0,154.29113860016128,37524.0,257.0,3.7608486017357765,2791.5239560426476,12.391513982642238
2169,Maryland,05-25-2020,47152,2302,3329.0,41521.0,779.9288086699926,249577.0,8092.0,4.882083474720054,4128.1873999285435,17.161520190023754
2170,Massachusetts,05-25-2020,93271,6416,,86855.0,1353.2239304067045,540561.0,9339.0,6.878879823310567,7842.738697393385,10.012758520869292
2171,Michigan,05-25-2020,54881,5241,33168.0,16472.0,549.5322502364859,472860.0,,9.549753102166504,4734.8229778397745,
2172,Minnesota,05-25-2020,21315,890,14816.0,5609.0,377.9501924948294,204059.0,2676.0,4.1754632887637815,3618.303463772104,12.554539057002113
2173,Mississippi,05-25-2020,13458,635,9401.0,3422.0,452.19510179093857,143917.0,2046.0,4.71838311784812,4835.678590016831,15.202853321444492
2174,Missouri,05-25-2020,12476,689,,11787.0,203.277333762612,157385.0,,5.522603398525169,2564.347801717593,
2175,Montana,05-25-2020,479,16,441.0,22.0,44.81753928318136,33682.0,65.0,3.3402922755741127,3151.449599449091,13.569937369519833
2176,Nebraska,05-25-2020,12362,147,,12215.0,639.058564687491,85732.0,,1.1891279728199322,4431.950240073449,
2177,Nevada,05-25-2020,7956,394,359.0,7203.0,258.2986056550383,114731.0,,4.952237305178481,3724.8438066123917,
2178,New Hampshire,05-25-2020,4197,210,2204.0,1783.0,308.66853323978404,61386.0,419.0,5.003573981415297,4514.635830702259,9.98332142006195
2179,New Jersey,05-25-2020,155092,11147,25253.0,118692.0,1746.100905294753,623797.0,,7.187346865086528,7023.0089651313465,
2180,New Mexico,05-25-2020,7026,320,2464.0,4242.0,335.07739543854075,173481.0,1243.0,4.554511813265017,8273.492974391329,17.691431824651296
2181,New York,05-25-2020,362764,29229,64280.0,269255.0,1864.7691289013874,1739449.0,77525.0,8.057304473431762,8941.54545792413,21.370643172971963
2182,North Carolina,05-25-2020,24057,790,14954.0,8313.0,229.37459310966614,344690.0,,3.283867481398345,3286.491603232773,
2183,North Dakota,05-25-2020,2457,54,1551.0,852.0,322.4147116638804,66350.0,154.0,2.1978021978021984,8706.640667032341,6.267806267806268
2184,Ohio,05-25-2020,32477,1987,,30490.0,277.8400390107023,330334.0,5511.0,6.1181759398959255,2826.0002908692713,16.96893185946978
2185,Oklahoma,05-25-2020,6090,313,4714.0,1063.0,153.90560102664386,161033.0,938.0,5.139573070607552,4069.602734010434,15.402298850574713
2186,Oregon,05-25-2020,3949,148,1376.0,2425.0,93.62840784050785,113858.0,747.0,3.7477842491770073,2699.504497316926,18.91618131172449
2187,Pennsylvania,05-25-2020,71925,5146,40911.0,25868.0,561.8267598886392,403114.0,,7.154675008689607,3148.8388249669642,
2188,Rhode Island,05-25-2020,14065,608,1119.0,12338.0,1327.68716235542,132701.0,1580.0,4.322787060078208,12526.513624722827,11.233558478492712
2189,South Carolina,05-25-2020,10178,440,6063.0,3675.0,197.6804304919636,166020.0,1534.0,4.323049715071724,3224.4945048414033,15.071723324818235
2190,South Dakota,05-25-2020,4586,50,3415.0,1121.0,518.3918323331362,35283.0,370.0,1.0902747492368077,3988.3164021391294,8.068033144352377
2191,Tennessee,05-25-2020,20535,338,13073.0,7124.0,300.6952231704742,396219.0,1594.0,1.6459702946189432,5801.858321372394,7.762356951546142
2192,Texas,05-25-2020,56409,1533,35292.0,19584.0,194.54142469407986,805654.0,,2.7176514386002237,2778.51188587786,
2193,Utah,05-25-2020,8521,98,5218.0,3205.0,265.786388967042,196468.0,692.0,1.1500997535500528,6128.215029641686,8.121112545475881
2194,Vermont,05-25-2020,962,54,843.0,65.0,154.16938439619932,29669.0,,5.613305613305613,4754.731253275298,
2195,Virginia,05-25-2020,37727,1208,5145.0,31374.0,442.00007052881034,258750.0,6521.0,3.201950857476078,3031.450108657716,17.284703262915155
2196,Washington,05-25-2020,20065,1070,,18995.0,263.4968081626361,326593.0,3287.0,5.332668826314478,4288.871819997996,16.38175928233242
2197,West Virginia,05-25-2020,1774,72,1135.0,567.0,98.98741565284544,86325.0,,4.058624577226607,4816.84817149486,
2198,Wisconsin,05-25-2020,15584,514,9207.0,5863.0,267.6543864644924,208963.0,2339.0,3.2982546201232035,3588.92861645147,15.008983572895277
2199,Wyoming,05-25-2020,843,12,575.0,256.0,145.65648223180978,20389.0,79.0,1.4234875444839858,3522.8825815235705,9.37129300118624
2200,Alabama,05-26-2020,15650,580,7951.0,7119.0,319.1802879148962,193759.0,1671.0,3.706070287539936,3951.696703265327,10.677316293929712
2201,Alaska,05-26-2020,410,10,362.0,38.0,56.04576615245815,44964.0,,2.4390243902439024,6146.443486046655,
2202,Arizona,05-26-2020,16864,810,4297.0,11757.0,231.6891836844323,190731.0,1988.0,4.803130929791272,2620.393126975537,11.78842504743833
2203,Arkansas,05-26-2020,6180,119,4332.0,1729.0,204.78467123776096,111773.0,617.0,1.9255663430420715,3703.785931757,9.983818770226536
2204,California,05-26-2020,99387,3819,,95568.0,251.53482252820854,1696396.0,,3.842554861299768,4293.344872041242,
2205,Colorado,05-26-2020,24552,1352,3702.0,19498.0,426.34355872538697,156011.0,4128.0,5.506679700228086,2709.1188066270097,16.81329423264907
2206,Connecticut,05-26-2020,41303,3769,7127.0,30407.0,1158.4761619471308,225362.0,12538.0,9.125245139578238,6321.005854507645,30.356148463791968
2207,Delaware,05-26-2020,9066,335,4802.0,3929.0,931.0264088629275,54914.0,,3.695124641517759,5639.354094010458,
2208,Florida,05-26-2020,52255,2259,,49996.0,243.29844433796725,923224.0,9740.0,4.323031288871879,4298.5161798005065,18.63936465410009
2209,Georgia,05-26-2020,43983,1896,,42087.0,414.25306310203524,514945.0,7547.0,4.310756428620149,4849.99985401354,17.158902303162588
2210,Hawaii,05-26-2020,643,17,592.0,34.0,45.41370971387244,50371.0,84.0,2.6438569206842923,3557.595601862315,13.063763608087092
2211,Idaho,05-26-2020,2626,79,1755.0,792.0,146.9448509147681,41406.0,225.0,3.0083777608530085,2316.983433730726,8.568164508758569
2212,Illinois,05-26-2020,113195,4923,,108272.0,893.2812418988558,786794.0,,4.3491320287998585,6209.0050040953065,
2213,Indiana,05-26-2020,32078,2004,,30074.0,476.4847964690394,230749.0,5285.0,6.247272273832532,3427.532586209688,16.47546605149947
2214,Iowa,05-26-2020,17703,477,9791.0,7435.0,561.0969011781037,135004.0,,2.6944585663446867,4278.954191190686,
2215,Kansas,05-26-2020,9199,210,493.0,8496.0,315.7572441556248,81399.0,800.0,2.2828568322643767,2794.034559954746,8.696597456245245
2216,Kentucky,05-26-2020,8951,394,3102.0,5455.0,200.35038374563226,169856.0,2131.0,4.401742822031059,3801.8897085798358,23.8073958216959
2217,Louisiana,05-26-2020,38054,2702,28700.0,6652.0,818.5778935353985,341026.0,,7.1004362222105435,7335.795047059517,
2218,Maine,05-26-2020,2109,79,1318.0,712.0,156.89489455532308,37559.0,258.0,3.745851114272167,2794.12771199781,12.233285917496445
2219,Maryland,05-26-2020,47687,2333,3334.0,42020.0,788.7781027113575,254487.0,8179.0,4.892318661270367,4209.402416270792,17.151424916643947
2220,Massachusetts,05-26-2020,93693,6473,,87220.0,1359.3465247675626,545481.0,9388.0,6.908733843510188,7914.1206032119235,10.019958801618053
2221,Michigan,05-26-2020,55104,5266,33168.0,16670.0,551.7651849826227,484279.0,,9.556475029036003,4849.163255266397,
2222,Minnesota,05-26-2020,21960,908,15523.0,5529.0,389.38710894611563,209898.0,2709.0,4.134790528233151,3721.8385880497167,12.336065573770492
2223,Mississippi,05-26-2020,13731,652,9401.0,3678.0,461.36802962486087,147819.0,2070.0,4.748379579054694,4966.787617152233,15.075376884422115
2224,Missouri,05-26-2020,12579,693,,11886.0,204.95556118947547,160298.0,,5.509181969949917,2611.8106803045184,
2225,Montana,05-26-2020,479,17,441.0,21.0,44.81753928318136,33834.0,65.0,3.5490605427974953,3165.6714490754857,13.569937369519833
2226,Nebraska,05-26-2020,12619,147,,12472.0,652.3442831088373,88042.0,,1.1649100562643633,4551.366619658314,
2227,Nevada,05-26-2020,8057,394,374.0,7289.0,261.57766035226786,123367.0,,4.890157626908279,4005.2192161695702,
2228,New Hampshire,05-26-2020,4231,214,2434.0,1583.0,311.16906460269865,63039.0,420.0,5.057905932403688,4636.205781963961,9.926731269203499
2229,New Jersey,05-26-2020,155764,11194,25384.0,119186.0,1753.666606996698,635892.0,16373.0,7.186512929816903,7159.180337281685,10.511414704296245
2230,New Mexico,05-26-2020,7130,325,2522.0,4283.0,340.03726579516024,177361.0,1264.0,4.55820476858345,8458.534291542133,17.72791023842917
2231,New York,05-26-2020,363836,29302,64443.0,270091.0,1870.279688124966,1774128.0,77637.0,8.053628557921702,9119.811020717492,21.338460185358237
2232,North Carolina,05-26-2020,24455,801,14954.0,8700.0,233.16937583642544,352331.0,,3.275403802903292,3359.3457108085713,
2233,North Dakota,05-26-2020,2422,54,1701.0,667.0,317.82190950342624,66854.0,156.0,2.2295623451692816,8772.77701814288,6.440957886044592
2234,Ohio,05-26-2020,33006,2002,,31004.0,282.36562267411523,339400.0,5579.0,6.065563836878144,2903.559726582885,16.902987335635945
2235,Oklahoma,05-26-2020,6138,318,4823.0,997.0,155.11865009877502,159941.0,941.0,5.180840664711632,4042.0058676194494,15.330726621049203
2236,Oregon,05-26-2020,3967,148,1795.0,2024.0,94.05517698234857,115538.0,752.0,3.730778926140661,2739.33628388873,18.956390219309302
2237,Pennsylvania,05-26-2020,72778,5163,41868.0,25747.0,568.4897870166892,408472.0,,7.094176811673857,3190.6916964231104,
2238,Rhode Island,05-26-2020,14210,634,1158.0,12418.0,1341.374658874548,135363.0,1613.0,4.461646727656579,12777.797181508477,11.351161154116822
2239,South Carolina,05-26-2020,10416,446,6102.0,3868.0,202.30294399727777,172734.0,1618.0,4.281874039938556,3354.895999272828,15.53379416282642
2240,South Dakota,05-26-2020,4653,50,3528.0,1075.0,525.9653719681821,37038.0,378.0,1.0745755426606491,4186.697925415329,8.123791102514506
2241,Tennessee,05-26-2020,20895,343,13344.0,7208.0,305.96672452627513,403504.0,1609.0,1.6415410385259632,5908.533008530753,7.700406795884183
2242,Texas,05-26-2020,57230,1546,36375.0,19309.0,197.37286133847766,821233.0,,2.701380394897781,2832.240206807305,
2243,Utah,05-26-2020,8620,101,5346.0,3173.0,268.874389496057,198592.0,696.0,1.1716937354988401,6194.4666773551,8.074245939675174
2244,Vermont,05-26-2020,967,54,848.0,65.0,154.97068057289468,30423.0,,5.584281282316444,4875.566716720968,
2245,Virginia,05-26-2020,39342,1236,5227.0,32879.0,460.9210055065193,267181.0,6630.0,3.1416806466371816,3130.2255902658057,16.852219002592648
2246,Washington,05-26-2020,20181,1078,,19103.0,265.0201388253256,330598.0,3290.0,5.341657995143947,4341.466124343441,16.302462712452307
2247,West Virginia,05-26-2020,1774,72,1180.0,522.0,98.98741565284544,87811.0,,4.058624577226607,4899.765476827515,
2248,Wisconsin,05-26-2020,15863,517,9405.0,5941.0,272.4461968997845,216737.0,2362.0,3.259156527769022,3722.4466606233755,14.889995587215536
2249,Wyoming,05-26-2020,850,13,607.0,230.0,146.8659666631534,21502.0,82.0,1.5294117647058822,3715.190606107205,9.647058823529411
2250,Alabama,05-27-2020,16032,583,7951.0,7498.0,326.97114222694023,195794.0,1719.0,3.636477045908184,3993.200338147551,10.722305389221557
2251,Alaska,05-27-2020,411,10,364.0,37.0,56.1824631430739,46363.0,,2.4330900243309004,6337.682575918091,
2252,Arizona,05-27-2020,17318,834,4361.0,12123.0,237.92654667024425,196266.0,2031.0,4.815798591061324,2696.436748399477,11.727682180390346
2253,Arkansas,05-27-2020,6277,120,4424.0,1733.0,207.99892902256082,115596.0,627.0,1.9117412776804208,3830.467452491945,9.988848175880197
2254,California,05-27-2020,101050,3895,,97155.0,255.7436467191431,1736894.0,,3.8545274616526473,4395.839737997025,
2255,Colorado,05-27-2020,24754,1392,3741.0,19621.0,429.85127291822374,159420.0,4160.0,5.623333602650077,2768.315824861567,16.805364789528966
2256,Connecticut,05-27-2020,41288,3803,7127.0,30358.0,1158.055438454183,225362.0,12538.0,9.210908738616546,6321.005854507645,30.367176903700837
2257,Delaware,05-27-2020,9096,344,4909.0,3843.0,934.1072374825932,55421.0,,3.7818821459982415,5691.420097682806,
2258,Florida,05-27-2020,52634,2319,,50315.0,245.06306227699875,933571.0,9899.0,4.405897328722879,4346.691646331267,18.807234867196108
2259,Georgia,05-27-2020,44638,1933,,42705.0,420.4221683547882,440756.0,7666.0,4.330391146556745,4151.252144705924,17.173708499484743
2260,Hawaii,05-27-2020,644,17,593.0,34.0,45.48433756723772,51202.0,83.0,2.6397515527950306,3616.2873480088597,12.888198757763975
2261,Idaho,05-27-2020,2699,81,2100.0,518.0,151.0297610887125,43017.0,231.0,3.0011115227862173,2407.131245925582,8.558725453871805
2262,Illinois,05-27-2020,114306,5083,,109223.0,902.048726856227,803973.0,,4.446835686665617,6344.573522621571,
2263,Indiana,05-27-2020,32437,2030,,30407.0,481.8173621505777,235333.0,5285.0,6.258285291488116,3495.6230627672694,16.29312205197768
2264,Iowa,05-27-2020,18369,496,10016.0,7857.0,582.2057830729588,139526.0,,2.700201426316076,4422.279061954251,
2265,Kansas,05-27-2020,9291,213,534.0,8544.0,318.9151598488868,84488.0,822.0,2.292541168873103,2900.065011873077,8.847271553115917
2266,Kentucky,05-27-2020,9077,400,3124.0,5553.0,203.17064386762416,182101.0,2136.0,4.406742315743087,4075.9697498003993,23.532003966068093
2267,Louisiana,05-27-2020,38497,2723,28700.0,7074.0,828.1072467396921,347647.0,,7.073278437280827,7478.21908219637,
2268,Maine,05-27-2020,2137,81,1357.0,699.0,158.9778993194526,45617.0,260.0,3.790360318203089,3393.5867259033544,12.166588675713616
2269,Maryland,05-27-2020,48423,2392,3401.0,42630.0,800.9520847944318,262055.0,8281.0,4.9398013340767815,4334.582710298924,17.101377444602768
2270,Massachusetts,05-27-2020,94220,6547,,87673.0,1366.9925134599146,545481.0,9388.0,6.9486308639354695,7914.1206032119235,9.963914243260453
2271,Michigan,05-27-2020,55608,5334,33168.0,17106.0,556.8118177720978,494252.0,,9.59214501510574,4949.024502904167,
2272,Minnesota,05-27-2020,22464,942,16314.0,5208.0,398.32386226619036,216532.0,2796.0,4.193376068376068,3839.470376790543,12.446581196581194
2273,Mississippi,05-27-2020,14044,670,9401.0,3973.0,471.8849761890282,148132.0,2106.0,4.770720592423811,4977.3045637164005,14.995727712902308
2274,Missouri,05-27-2020,12816,689,,12127.0,208.8171136182779,165521.0,,5.376092384519351,2696.911474969645,
