ForecastID,Province_State,Date,Confirmed,Deaths
2157,Delaware,05-25-2020,8965,332
2158,Florida,05-25-2020,51746,2252
2159,Georgia,05-25-2020,43400,1848
2160,Hawaii,05-25-2020,643,17
2161,Idaho,05-25-2020,2626,79
2162,Illinois,05-25-2020,112017,4885
2163,Indiana,05-25-2020,31715,1984
2164,Iowa,05-25-2020,17557,456
2165,Kansas,05-25-2020,9125,207
2166,Kentucky,05-25-2020,8571,391
2167,Louisiana,05-25-2020,37809,2691
2168,Maine,05-25-2020,2074,78
2169,Maryland,05-25-2020,47152,2302
2170,Massachusetts,05-25-2020,93271,6416
2171,Michigan,05-25-2020,54881,5241
2172,Minnesota,05-25-2020,21315,890
2173,Mississippi,05-25-2020,13458,635
2174,Missouri,05-25-2020,12476,689
2175,Montana,05-25-2020,479,16
2176,Nebraska,05-25-2020,12362,147
2177,Nevada,05-25-2020,7956,394
2178,New Hampshire,05-25-2020,4197,210
2179,New Jersey,05-25-2020,155092,11147
2180,New Mexico,05-25-2020,7026,320
2181,New York,05-25-2020,362764,29229
2182,North Carolina,05-25-2020,24057,790
2183,North Dakota,05-25-2020,2457,54
2184,Ohio,05-25-2020,32477,1987
2185,Oklahoma,05-25-2020,6090,313
2186,Oregon,05-25-2020,3949,148
2187,Pennsylvania,05-25-2020,71925,5146
2188,Rhode Island,05-25-2020,14065,608
2189,South Carolina,05-25-2020,10178,440
2190,South Dakota,05-25-2020,4586,50
2191,Tennessee,05-25-2020,20535,338
2192,Texas,05-25-2020,56372,1534
2193,Utah,05-25-2020,8521,98
2194,Vermont,05-25-2020,962,54
2195,Virginia,05-25-2020,37727,1208
2196,Washington,05-25-2020,20065,1070
2197,West Virginia,05-25-2020,1774,72
2198,Wisconsin,05-25-2020,15584,514
2199,Wyoming,05-25-2020,843,12
2200,Alabama,05-26-2020,15899,580
2201,Alaska,05-26-2020,410,10
2202,Arizona,05-26-2020,16864,810
2203,Arkansas,05-26-2020,6180,119
2204,California,05-26-2020,99387,3819
2205,Colorado,05-26-2020,24565,1352
2206,Connecticut,05-26-2020,41303,3769
2207,Delaware,05-26-2020,9066,335
2208,Florida,05-26-2020,52255,2259
2209,Georgia,05-26-2020,43983,1896
2210,Hawaii,05-26-2020,643,17
2211,Idaho,05-26-2020,2626,79
2212,Illinois,05-26-2020,113195,4923
2213,Indiana,05-26-2020,32078,2004
2214,Iowa,05-26-2020,17703,477
2215,Kansas,05-26-2020,9199,210
2216,Kentucky,05-26-2020,8951,394
2217,Louisiana,05-26-2020,38054,2702
2218,Maine,05-26-2020,2109,79
2219,Maryland,05-26-2020,47687,2333
2220,Massachusetts,05-26-2020,93693,6473
2221,Michigan,05-26-2020,55104,5266
2222,Minnesota,05-26-2020,21960,908
2223,Mississippi,05-26-2020,13731,652
2224,Missouri,05-26-2020,12579,693
2225,Montana,05-26-2020,479,17
2226,Nebraska,05-26-2020,12619,147
2227,Nevada,05-26-2020,8057,394
2228,New Hampshire,05-26-2020,4231,214
2229,New Jersey,05-26-2020,155764,11194
2230,New Mexico,05-26-2020,7130,325
2231,New York,05-26-2020,363836,29302
2232,North Carolina,05-26-2020,24455,801
2233,North Dakota,05-26-2020,2422,54
2234,Ohio,05-26-2020,33006,2002
2235,Oklahoma,05-26-2020,6138,318
2236,Oregon,05-26-2020,3967,148
2237,Pennsylvania,05-26-2020,72778,5163
2238,Rhode Island,05-26-2020,14210,634
2239,South Carolina,05-26-2020,10416,446
2240,South Dakota,05-26-2020,4653,50
2241,Tennessee,05-26-2020,20895,343
2242,Texas,05-26-2020,57255,1547
2243,Utah,05-26-2020,8620,101
2244,Vermont,05-26-2020,967,54
2245,Virginia,05-26-2020,39342,1236
2246,Washington,05-26-2020,20181,1078
2247,West Virginia,05-26-2020,1774,72
2248,Wisconsin,05-26-2020,15863,517
2249,Wyoming,05-26-2020,850,13
2250,Alabama,05-27-2020,16263,583
2251,Alaska,05-27-2020,411,10
2252,Arizona,05-27-2020,17318,834
2253,Arkansas,05-27-2020,6277,120
2254,California,05-27-2020,101050,3895
2255,Colorado,05-27-2020,24767,1392
2256,Connecticut,05-27-2020,41288,3803
2257,Delaware,05-27-2020,9096,344
2258,Florida,05-27-2020,52634,2319
2259,Georgia,05-27-2020,44638,1933
2260,Hawaii,05-27-2020,644,17
2261,Idaho,05-27-2020,2699,81
2262,Illinois,05-27-2020,114306,5083
2263,Indiana,05-27-2020,32437,2030
2264,Iowa,05-27-2020,18369,496
2265,Kansas,05-27-2020,9291,213
2266,Kentucky,05-27-2020,9077,400
2267,Louisiana,05-27-2020,38497,2723
2268,Maine,05-27-2020,2137,81
2269,Maryland,05-27-2020,48423,2392
2270,Massachusetts,05-27-2020,94220,6547
2271,Michigan,05-27-2020,55608,5334
2272,Minnesota,05-27-2020,22464,942
2273,Mississippi,05-27-2020,14044,670
2274,Missouri,05-27-2020,12816,689
2275,Montana,05-27-2020,481,17
2276,Nebraska,05-27-2020,12984,153
2277,Nevada,05-27-2020,8150,402
2278,New Hampshire,05-27-2020,4286,223
2279,New Jersey,05-27-2020,156628,11339
2280,New Mexico,05-27-2020,7252,329
2281,New York,05-27-2020,364965,29484
2282,North Carolina,05-27-2020,24916,844
2283,North Dakota,05-27-2020,2439,56
2284,Ohio,05-27-2020,33439,2044
2285,Oklahoma,05-27-2020,6229,322
2286,Oregon,05-27-2020,4038,148
2287,Pennsylvania,05-27-2020,73557,5265
2288,Rhode Island,05-27-2020,14353,655
2289,South Carolina,05-27-2020,10623,466
2290,South Dakota,05-27-2020,4710,54
2291,Tennessee,05-27-2020,21285,353
2292,Texas,05-27-2020,58583,1583
2293,Utah,05-27-2020,8706,105
2294,Vermont,05-27-2020,971,54
2295,Virginia,05-27-2020,40249,1281
2296,Washington,05-27-2020,20406,1095
2297,West Virginia,05-27-2020,1899,74
2298,Wisconsin,05-27-2020,16462,539
2299,Wyoming,05-27-2020,860,14
2300,Alabama,05-28-2020,16749,591
2301,Alaska,05-28-2020,424,10
2302,Arizona,05-28-2020,17877,860
2303,Arkansas,05-28-2020,6538,125
2304,California,05-28-2020,103813,3993
2305,Colorado,05-28-2020,25121,1421
2306,Connecticut,05-28-2020,41559,3826
2307,Delaware,05-28-2020,9171,345
2308,Florida,05-28-2020,53285,2364
2309,Georgia,05-28-2020,45266,1973
2310,Hawaii,05-28-2020,647,17
2311,Idaho,05-28-2020,2770,82
2312,Illinois,05-28-2020,115833,5186
2313,Indiana,05-28-2020,33068,2068
2314,Iowa,05-28-2020,18586,506
2315,Kansas,05-28-2020,9371,214
2316,Kentucky,05-28-2020,9185,409
2317,Louisiana,05-28-2020,38802,2741
2318,Maine,05-28-2020,2189,84
2319,Maryland,05-28-2020,49709,2428
2320,Massachusetts,05-28-2020,94895,6640
2321,Michigan,05-28-2020,56014,5372
2322,Minnesota,05-28-2020,22947,977
2323,Mississippi,05-28-2020,14372,693
2324,Missouri,05-28-2020,12981,708
2325,Montana,05-28-2020,485,17
2326,Nebraska,05-28-2020,13249,163
2327,Nevada,05-28-2020,8248,406
2328,New Hampshire,05-28-2020,4389,232
2329,New Jersey,05-28-2020,157185,11409
2330,New Mexico,05-28-2020,7364,335
2331,New York,05-28-2020,366733,29529
2332,North Carolina,05-28-2020,25800,876
2333,North Dakota,05-28-2020,2481,57
2334,Ohio,05-28-2020,33915,2098
2335,Oklahoma,05-28-2020,6273,325
2336,Oregon,05-28-2020,4086,151
2337,Pennsylvania,05-28-2020,74220,5373
2338,Rhode Island,05-28-2020,14494,677
2339,South Carolina,05-28-2020,10788,470
2340,South Dakota,05-28-2020,4793,54
2341,Tennessee,05-28-2020,21679,356
2342,Texas,05-28-2020,60436,1613
2343,Utah,05-28-2020,8921,106
2344,Vermont,05-28-2020,974,55
2345,Virginia,05-28-2020,41401,1338
2346,Washington,05-28-2020,20764,1106
2347,West Virginia,05-28-2020,1935,74
2348,Wisconsin,05-28-2020,16974,550
2349,Wyoming,05-28-2020,876,15
2350,Alabama,05-29-2020,17262,610
2351,Alaska,05-29-2020,429,10
2352,Arizona,05-29-2020,18472,886
2353,Arkansas,05-29-2020,6777,132
2354,California,05-29-2020,106622,4077
2355,Colorado,05-29-2020,25612,1436
2356,Connecticut,05-29-2020,41762,3868
2357,Delaware,05-29-2020,9236,356
2358,Florida,05-29-2020,54497,2413
2359,Georgia,05-29-2020,45881,1987
2360,Hawaii,05-29-2020,649,17
2361,Idaho,05-29-2020,2770,82
2362,Illinois,05-29-2020,117455,5270
2363,Indiana,05-29-2020,33558,2110
2364,Iowa,05-29-2020,18957,524
2365,Kansas,05-29-2020,9662,215
2366,Kentucky,05-29-2020,9464,418
2367,Louisiana,05-29-2020,38802,2767
2368,Maine,05-29-2020,2226,85
2369,Maryland,05-29-2020,50988,2466
2370,Massachusetts,05-29-2020,95512,6718
2371,Michigan,05-29-2020,56621,5406
2372,Minnesota,05-29-2020,23531,1006
2373,Mississippi,05-29-2020,14793,710
2374,Missouri,05-29-2020,13084,730
2375,Montana,05-29-2020,493,17
2376,Nebraska,05-29-2020,13648,164
2377,Nevada,05-29-2020,8376,406
2378,New Hampshire,05-29-2020,4492,238
2379,New Jersey,05-29-2020,158844,11531
2380,New Mexico,05-29-2020,7493,344
2381,New York,05-29-2020,368284,29646
2382,North Carolina,05-29-2020,26885,919
2383,North Dakota,05-29-2020,2520,59
2384,Ohio,05-29-2020,34566,2131
2385,Oklahoma,05-29-2020,6338,329
2386,Oregon,05-29-2020,4131,151
2387,Pennsylvania,05-29-2020,74984,5464
2388,Rhode Island,05-29-2020,14635,693
2389,South Carolina,05-29-2020,11131,483
2390,South Dakota,05-29-2020,4866,59
2391,Tennessee,05-29-2020,22063,361
2392,Texas,05-29-2020,60981,1621
2393,Utah,05-29-2020,9264,107
2394,Vermont,05-29-2020,975,55
2395,Virginia,05-29-2020,42533,1358
2396,Washington,05-29-2020,21071,1111
2397,West Virginia,05-29-2020,1951,74
2398,Wisconsin,05-29-2020,17707,568
2399,Wyoming,05-29-2020,891,15
2400,Alabama,05-30-2020,17689,618
2401,Alaska,05-30-2020,433,10
2402,Arizona,05-30-2020,19258,904
2403,Arkansas,05-30-2020,7013,133
2404,California,05-30-2020,109895,4144
2405,Colorado,05-30-2020,26098,1443
2406,Connecticut,05-30-2020,42022,3912
2407,Delaware,05-30-2020,9422,361
2408,Florida,05-30-2020,55424,2447
2409,Georgia,05-30-2020,46331,2004
2410,Hawaii,05-30-2020,651,17
2411,Idaho,05-30-2020,2803,82
2412,Illinois,05-30-2020,118917,5330
2413,Indiana,05-30-2020,34211,2125
2414,Iowa,05-30-2020,19244,531
2415,Kansas,05-30-2020,9690,215
2416,Kentucky,05-30-2020,9704,431
2417,Louisiana,05-30-2020,39577,2786
2418,Maine,05-30-2020,2282,89
2419,Maryland,05-30-2020,52015,2509
2420,Massachusetts,05-30-2020,96301,6768
2421,Michigan,05-30-2020,56969,5464
2422,Minnesota,05-30-2020,24190,1036
2423,Mississippi,05-30-2020,15229,723
2424,Missouri,05-30-2020,13298,774
2425,Montana,05-30-2020,505,17
2426,Nebraska,05-30-2020,13905,170
2427,Nevada,05-30-2020,8517,417
2428,New Hampshire,05-30-2020,4492,238
2429,New Jersey,05-30-2020,159608,11634
2430,New Mexico,05-30-2020,7624,351
2431,New York,05-30-2020,369660,29710
2432,North Carolina,05-30-2020,27794,929
2433,North Dakota,05-30-2020,2554,60
2434,Ohio,05-30-2020,35033,2149
2435,Oklahoma,05-30-2020,6418,334
2436,Oregon,05-30-2020,4185,153
2437,Pennsylvania,05-30-2020,75697,5537
2438,Rhode Island,05-30-2020,14819,711
2439,South Carolina,05-30-2020,11394,487
2440,South Dakota,05-30-2020,4960,62
2441,Tennessee,05-30-2020,22566,364
2442,Texas,05-30-2020,62911,1654
2443,Utah,05-30-2020,9533,112
2444,Vermont,05-30-2020,977,55
2445,Virginia,05-30-2020,43611,1370
2446,Washington,05-30-2020,21349,1118
2447,West Virginia,05-30-2020,1989,75
2448,Wisconsin,05-30-2020,18230,588
2449,Wyoming,05-30-2020,898,16
2450,Alabama,05-31-2020,18200,630
2451,Alaska,05-31-2020,459,10
2452,Arizona,05-31-2020,19936,907
2453,Arkansas,05-31-2020,7253,133
2454,California,05-31-2020,111951,4172
2455,Colorado,05-31-2020,26378,1445
2456,Connecticut,05-31-2020,42201,3944
2457,Delaware,05-31-2020,9498,366
2458,Florida,05-31-2020,56163,2451
2459,Georgia,05-31-2020,47063,2053
2460,Hawaii,05-31-2020,652,17
2461,Idaho,05-31-2020,2839,82
2462,Illinois,05-31-2020,120260,5390
2463,Indiana,05-31-2020,34574,2134
2464,Iowa,05-31-2020,19552,535
2465,Kansas,05-31-2020,9700,215
2466,Kentucky,05-31-2020,9704,431
2467,Louisiana,05-31-2020,39916,2791
2468,Maine,05-31-2020,2325,89
2469,Maryland,05-31-2020,52778,2532
2470,Massachusetts,05-31-2020,96965,6846
2471,Michigan,05-31-2020,57397,5491
2472,Minnesota,05-31-2020,24850,1050
2473,Mississippi,05-31-2020,15523,734
2474,Missouri,05-31-2020,13438,776
2475,Montana,05-31-2020,515,17
2476,Nebraska,05-31-2020,14101,170
2477,Nevada,05-31-2020,8628,417
2478,New Hampshire,05-31-2020,4651,245
2479,New Jersey,05-31-2020,160445,11698
2480,New Mexico,05-31-2020,7689,356
2481,New York,05-31-2020,370770,29784
2482,North Carolina,05-31-2020,28785,937
2483,North Dakota,05-31-2020,2577,61
2484,Ohio,05-31-2020,35513,2155
2485,Oklahoma,05-31-2020,6418,334
2486,Oregon,05-31-2020,4243,153
2487,Pennsylvania,05-31-2020,76129,5555
2488,Rhode Island,05-31-2020,14928,718
2489,South Carolina,05-31-2020,11861,494
2490,South Dakota,05-31-2020,4993,62
2491,Tennessee,05-31-2020,22566,364
2492,Texas,05-31-2020,64673,1677
2493,Utah,05-31-2020,9797,113
2494,Vermont,05-31-2020,981,55
2495,Virginia,05-31-2020,44607,1375
2496,Washington,05-31-2020,21702,1118
2497,West Virginia,05-31-2020,2010,75
2498,Wisconsin,05-31-2020,18403,592
2499,Wyoming,05-31-2020,903,16
2500,Alabama,06-01-2020,18525,646
2501,Alaska,06-01-2020,466,10
2502,Arizona,06-01-2020,20129,918
2503,Arkansas,06-01-2020,7443,133
2504,California,06-01-2020,114733,4217
2505,Colorado,06-01-2020,26577,1458
2506,Connecticut,06-01-2020,42740,3970
2507,Delaware,06-01-2020,9605,368
2508,Florida,06-01-2020,56830,2460
2509,Georgia,06-01-2020,47902,2094
2510,Hawaii,06-01-2020,652,17
2511,Idaho,06-01-2020,2839,82
2512,Illinois,06-01-2020,121234,5412
2513,Indiana,06-01-2020,34830,2143
2514,Iowa,06-01-2020,19699,555
2515,Kansas,06-01-2020,9920,217
2516,Kentucky,06-01-2020,10046,439
2517,Louisiana,06-01-2020,40341,2801
2518,Maine,06-01-2020,2349,89
2519,Maryland,06-01-2020,53327,2552
2520,Massachusetts,06-01-2020,100805,7035
2521,Michigan,06-01-2020,57532,5516
2522,Minnesota,06-01-2020,25208,1060
2523,Mississippi,06-01-2020,15752,739
2524,Missouri,06-01-2020,13724,776
2525,Montana,06-01-2020,519,17
2526,Nebraska,06-01-2020,14345,170
2527,Nevada,06-01-2020,8702,417
2528,New Hampshire,06-01-2020,4685,245
2529,New Jersey,06-01-2020,160918,11723
2530,New Mexico,06-01-2020,7800,362
2531,New York,06-01-2020,371711,29917
2532,North Carolina,06-01-2020,29592,948
2533,North Dakota,06-01-2020,2625,61
2534,Ohio,06-01-2020,35984,2207
2535,Oklahoma,06-01-2020,6573,334
2536,Oregon,06-01-2020,4302,154
2537,Pennsylvania,06-01-2020,76646,5567
2538,Rhode Island,06-01-2020,14991,720
2539,South Carolina,06-01-2020,12148,500
2540,South Dakota,06-01-2020,5034,62
2541,Tennessee,06-01-2020,22566,364
2542,Texas,06-01-2020,65622,1685
2543,Utah,06-01-2020,9999,113
2544,Vermont,06-01-2020,983,55
2545,Virginia,06-01-2020,45398,1392
2546,Washington,06-01-2020,21977,1123
2547,West Virginia,06-01-2020,2028,76
2548,Wisconsin,06-01-2020,18543,595
2549,Wyoming,06-01-2020,910,17
2550,Alabama,06-02-2020,18734,653
2551,Alaska,06-02-2020,486,10
2552,Arizona,06-02-2020,21264,943
2553,Arkansas,06-02-2020,7818,136
2554,California,06-02-2020,117215,4305
2555,Colorado,06-02-2020,26788,1474
2556,Connecticut,06-02-2020,42979,3972
2557,Delaware,06-02-2020,9685,373
2558,Florida,06-02-2020,57447,2530
2559,Georgia,06-02-2020,48207,2102
2560,Hawaii,06-02-2020,653,17
2561,Idaho,06-02-2020,2933,83
2562,Illinois,06-02-2020,122848,5525
2563,Indiana,06-02-2020,35237,2197
2564,Iowa,06-02-2020,20019,561
2565,Kansas,06-02-2020,9965,222
2566,Kentucky,06-02-2020,10185,442
2567,Louisiana,06-02-2020,40746,2835
2568,Maine,06-02-2020,2377,94
2569,Maryland,06-02-2020,54175,2597
2570,Massachusetts,06-02-2020,101163,7085
2571,Michigan,06-02-2020,57731,5553
2572,Minnesota,06-02-2020,25508,1082
2573,Mississippi,06-02-2020,16041,767
2574,Missouri,06-02-2020,14015,786
2575,Montana,06-02-2020,523,17
2576,Nebraska,06-02-2020,14616,170
2577,Nevada,06-02-2020,8858,417
2578,New Hampshire,06-02-2020,4749,256
2579,New Jersey,06-02-2020,161545,11771
2580,New Mexico,06-02-2020,8024,367
2581,New York,06-02-2020,373040,29968
2582,North Carolina,06-02-2020,30023,961
2583,North Dakota,06-02-2020,2646,65
2584,Ohio,06-02-2020,36350,2259
2585,Oklahoma,06-02-2020,6692,339
2586,Oregon,06-02-2020,4335,157
2587,Pennsylvania,06-02-2020,77225,5667
2588,Rhode Island,06-02-2020,15112,732
2589,South Carolina,06-02-2020,12415,501
2590,South Dakota,06-02-2020,5067,62
2591,Tennessee,06-02-2020,24342,381
2592,Texas,06-02-2020,67342,1718
2593,Utah,06-02-2020,10202,113
2594,Vermont,06-02-2020,988,55
2595,Virginia,06-02-2020,46239,1407
2596,Washington,06-02-2020,22157,1129
2597,West Virginia,06-02-2020,2056,78
2598,Wisconsin,06-02-2020,18917,607
2599,Wyoming,06-02-2020,912,17
2600,Alabama,06-03-2020,18954,653
2601,Alaska,06-03-2020,504,10
2602,Arizona,06-03-2020,22356,983
2603,Arkansas,06-03-2020,8067,142
2604,California,06-03-2020,119348,4374
2605,Colorado,06-03-2020,27060,1494
2606,Connecticut,06-03-2020,43091,3989
2607,Delaware,06-03-2020,9712,375
2608,Florida,06-03-2020,58764,2566
2609,Georgia,06-03-2020,48894,2123
2610,Hawaii,06-03-2020,653,17
2611,Idaho,06-03-2020,2933,83
2612,Illinois,06-03-2020,123830,5621
2613,Indiana,06-03-2020,35712,2207
2614,Iowa,06-03-2020,20300,574
2615,Kansas,06-03-2020,10092,226
2616,Kentucky,06-03-2020,10410,450
2617,Louisiana,06-03-2020,41133,2870
2618,Maine,06-03-2020,2418,95
2619,Maryland,06-03-2020,54982,2641
2620,Massachusetts,06-03-2020,101592,7152
2621,Michigan,06-03-2020,58035,5570
2622,Minnesota,06-03-2020,25870,1097
2623,Mississippi,06-03-2020,16322,782
2624,Missouri,06-03-2020,14189,791
2625,Montana,06-03-2020,525,17
2626,Nebraska,06-03-2020,14885,170
2627,Nevada,06-03-2020,8951,431
2628,New Hampshire,06-03-2020,4795,265
2629,New Jersey,06-03-2020,162068,11880
2630,New Mexico,06-03-2020,8140,375
2631,New York,06-03-2020,374085,30019
2632,North Carolina,06-03-2020,31276,999
2633,North Dakota,06-03-2020,2679,66
2634,Ohio,06-03-2020,36792,2300
2635,Oklahoma,06-03-2020,6805,341
2636,Oregon,06-03-2020,4399,159
2637,Pennsylvania,06-03-2020,77780,5742
2638,Rhode Island,06-03-2020,15219,742
2639,South Carolina,06-03-2020,12415,501
2640,South Dakota,06-03-2020,5162,62
2641,Tennessee,06-03-2020,24833,388
2642,Texas,06-03-2020,68882,1746
2643,Utah,06-03-2020,10497,117
2644,Vermont,06-03-2020,990,55
2645,Virginia,06-03-2020,46905,1428
2646,Washington,06-03-2020,22484,1135
2647,West Virginia,06-03-2020,2077,78
2648,Wisconsin,06-03-2020,19400,616
2649,Wyoming,06-03-2020,915,17
2650,Alabama,06-04-2020,19262,653
2651,Alaska,06-04-2020,512,10
2652,Arizona,06-04-2020,22886,999
2653,Arkansas,06-04-2020,8425,151
2654,California,06-04-2020,122168,4444
2655,Colorado,06-04-2020,27360,1512
2656,Connecticut,06-04-2020,43239,4007
2657,Delaware,06-04-2020,9746,386
2658,Florida,06-04-2020,60183,2607
2659,Georgia,06-04-2020,49859,2149
2660,Hawaii,06-04-2020,655,17
2661,Idaho,06-04-2020,2990,83
2662,Illinois,06-04-2020,124759,5736
2663,Indiana,06-04-2020,36096,2231
2664,Iowa,06-04-2020,20806,583
2665,Kansas,06-04-2020,10167,227
2666,Kentucky,06-04-2020,10705,458
2667,Louisiana,06-04-2020,41562,2883
2668,Maine,06-04-2020,2446,95
2669,Maryland,06-04-2020,55858,2668
2670,Massachusetts,06-04-2020,102063,7201
2671,Michigan,06-04-2020,58241,5595
2672,Minnesota,06-04-2020,26273,1126
2673,Mississippi,06-04-2020,16560,794
2674,Missouri,06-04-2020,14438,795
2675,Montana,06-04-2020,539,17
2676,Nebraska,06-04-2020,15139,187
2677,Nevada,06-04-2020,9129,430
2678,New Hampshire,06-04-2020,4876,273
2679,New Jersey,06-04-2020,162530,11970
2680,New Mexico,06-04-2020,8353,383
2681,New York,06-04-2020,375133,30174
2682,North Carolina,06-04-2020,32075,1006
2683,North Dakota,06-04-2020,2706,66
2684,Ohio,06-04-2020,37282,2340
2685,Oklahoma,06-04-2020,6907,344
2686,Oregon,06-04-2020,4474,159
2687,Pennsylvania,06-04-2020,78335,5832
2688,Rhode Island,06-04-2020,15325,756
2689,South Carolina,06-04-2020,12415,501
2690,South Dakota,06-04-2020,5247,64
2691,Tennessee,06-04-2020,25190,401
2692,Texas,06-04-2020,70578,1778
2693,Utah,06-04-2020,10813,117
2694,Vermont,06-04-2020,1026,55
2695,Virginia,06-04-2020,47856,1445
2696,Washington,06-04-2020,22729,1138
2697,West Virginia,06-04-2020,2102,79
2698,Wisconsin,06-04-2020,19892,626
2699,Wyoming,06-04-2020,921,17
2700,Alabama,06-05-2020,19910,676
2701,Alaska,06-05-2020,523,10
2702,Arizona,06-05-2020,24439,1015
2703,Arkansas,06-05-2020,8651,152
2704,California,06-05-2020,125738,4529
2705,Colorado,06-05-2020,27615,1524
2706,Connecticut,06-05-2020,43460,4038
2707,Delaware,06-05-2020,9773,388
2708,Florida,06-05-2020,61488,2660
2709,Georgia,06-05-2020,50621,2174
2710,Hawaii,06-05-2020,664,17
2711,Idaho,06-05-2020,3111,83
2712,Illinois,06-05-2020,125915,5795
2713,Indiana,06-05-2020,36578,2258
2714,Iowa,06-05-2020,21154,593
2715,Kansas,06-05-2020,10306,232
2716,Kentucky,06-05-2020,10977,466
2717,Louisiana,06-05-2020,41989,2912
2718,Maine,06-05-2020,2482,98
2719,Maryland,06-05-2020,56770,2702
2720,Massachusetts,06-05-2020,102557,7235
2721,Michigan,06-05-2020,63777,5854
2722,Minnesota,06-05-2020,26980,1159
2723,Mississippi,06-05-2020,16769,803
2724,Missouri,06-05-2020,14572,805
2725,Montana,06-05-2020,541,18
2726,Nebraska,06-05-2020,15406,187
2727,Nevada,06-05-2020,9309,436
2728,New Hampshire,06-05-2020,4953,278
2729,New Jersey,06-05-2020,163336,12049
2730,New Mexico,06-05-2020,8672,387
2731,New York,06-05-2020,376208,30236
2732,North Carolina,06-05-2020,33295,1015
2733,North Dakota,06-05-2020,2745,71
2734,Ohio,06-05-2020,37758,2357
2735,Oklahoma,06-05-2020,7007,345
2736,Oregon,06-05-2020,4570,161
2737,Pennsylvania,06-05-2020,78815,5898
2738,Rhode Island,06-05-2020,15441,772
2739,South Carolina,06-05-2020,13453,539
2740,South Dakota,06-05-2020,5277,64
2741,Tennessee,06-05-2020,25664,408
2742,Texas,06-05-2020,72522,1815
2743,Utah,06-05-2020,11252,120
2744,Vermont,06-05-2020,1027,55
2745,Virginia,06-05-2020,48532,1454
2746,Washington,06-05-2020,22993,1149
2747,West Virginia,06-05-2020,2119,84
2748,Wisconsin,06-05-2020,20249,633
2749,Wyoming,06-05-2020,933,17
2750,Alabama,06-06-2020,20355,689
2751,Alaska,06-06-2020,535,10
2752,Arizona,06-06-2020,25451,1043
2753,Arkansas,06-06-2020,9101,154
2754,California,06-06-2020,128593,4607
2755,Colorado,06-06-2020,27848,1527
2756,Connecticut,06-06-2020,43818,4055
2757,Delaware,06-06-2020,9845,390
2758,Florida,06-06-2020,62758,2688
2759,Georgia,06-06-2020,51359,2178
2760,Hawaii,06-06-2020,673,17
2761,Idaho,06-06-2020,3139,83
2762,Illinois,06-06-2020,126890,5864
2763,Indiana,06-06-2020,36997,2292
2764,Iowa,06-06-2020,21478,599
2765,Kansas,06-06-2020,10361,233
2766,Kentucky,06-06-2020,11287,470
2767,Louisiana,06-06-2020,42486,2925
2768,Maine,06-06-2020,2524,98
2769,Maryland,06-06-2020,57482,2740
2770,Massachusetts,06-06-2020,103132,7289
2771,Michigan,06-06-2020,64229,5894
2772,Minnesota,06-06-2020,27501,1181
2773,Mississippi,06-06-2020,17039,811
2774,Missouri,06-06-2020,14951,815
2775,Montana,06-06-2020,540,18
2776,Nebraska,06-06-2020,15572,187
2777,Nevada,06-06-2020,9491,437
2778,New Hampshire,06-06-2020,5019,283
2779,New Jersey,06-06-2020,163893,12106
2780,New Mexico,06-06-2020,8800,392
2781,New York,06-06-2020,377316,30280
2782,North Carolina,06-06-2020,34718,1028
2783,North Dakota,06-06-2020,2816,72
2784,Ohio,06-06-2020,38111,2372
2785,Oklahoma,06-06-2020,7059,347
2786,Oregon,06-06-2020,4570,161
2787,Pennsylvania,06-06-2020,79505,5931
2788,Rhode Island,06-06-2020,15441,772
2789,South Carolina,06-06-2020,13453,539
2790,South Dakota,06-06-2020,5367,65
2791,Tennessee,06-06-2020,26177,417
2792,Texas,06-06-2020,74487,1836
2793,Utah,06-06-2020,11798,121
2794,Vermont,06-06-2020,1046,55
2795,Virginia,06-06-2020,49397,1461
2796,Washington,06-06-2020,23442,1153
2797,West Virginia,06-06-2020,2136,84
2798,Wisconsin,06-06-2020,20571,645
2799,Wyoming,06-06-2020,939,17
2800,Alabama,06-07-2020,20777,692
2801,Alaska,06-07-2020,543,10
2802,Arizona,06-07-2020,26989,1051
2803,Arkansas,06-07-2020,9426,154
2804,California,06-07-2020,130615,4632
2805,Colorado,06-07-2020,28001,1527
2806,Connecticut,06-07-2020,43968,4071
2807,Delaware,06-07-2020,9942,398
2808,Florida,06-07-2020,63938,2700
2809,Georgia,06-07-2020,51898,2180
2810,Hawaii,06-07-2020,675,17
2811,Idaho,06-07-2020,3139,83
2812,Illinois,06-07-2020,127757,5904
2813,Indiana,06-07-2020,37397,2303
2814,Iowa,06-07-2020,21712,605
2815,Kansas,06-07-2020,10406,233
2816,Kentucky,06-07-2020,11287,470
2817,Louisiana,06-07-2020,42816,2936
2818,Maine,06-07-2020,2570,99
2819,Maryland,06-07-2020,57973,2749
2820,Massachusetts,06-07-2020,103436,7316
2821,Michigan,06-07-2020,64648,5898
2822,Minnesota,06-07-2020,27886,1197
2823,Mississippi,06-07-2020,17270,817
2824,Missouri,06-07-2020,15023,815
2825,Montana,06-07-2020,545,18
2826,Nebraska,06-07-2020,15664,187
2827,Nevada,06-07-2020,9669,438
2828,New Hampshire,06-07-2020,5043,286
2829,New Jersey,06-07-2020,164164,12176
2830,New Mexico,06-07-2020,8940,396
2831,New York,06-07-2020,378097,30374
2832,North Carolina,06-07-2020,35625,1032
